timestamp,speaker,words
00:14:57,Ed Senn '79,You know‚ I wanted to‚ and I encourage‚ you know‚ other students to try to have as the broadest  of the experience as you can. I mean‚ the ability at Grinnell to try different things and.
00:15:16,Ed Senn '79,It's a once in a lifetime experience. I‚ when I would advise high school students during my  career‚ my advice was‚ you know‚ college is the gift you give yourself.
00:15:35,Ed Senn '79,Choose wisely. If you want to go to a big state school and have a marching band and you know‚  80‚000 people in a stadium for a football game‚ have at it. If you want to be able to walk over to  a football game for a college that you don't have to pay for admission
00:15:55,Ed Senn '79,If you want to be able to play in a sport‚ you want to be in a play and you're not a theater major‚  check out the small liberards colleges. Taking advantage of all the opportunities.
00:16:09,Bowen Wei '25,So since that you mentioned there were a lot of activities you could do at Grinnell during your  time. So‚ how did that impact your life after graduation?
00:16:40,Ed Senn '79,Yeah I think the impact was that it gave me confidence to try new things.
00:16:48,Ed Senn '79,To‚ develop a‚ try to develop a culture or a ethos of learning
00:17:05,Ed Senn '79,And to be open to new ideas or new challenges‚ whether it's yeah‚ I studied French for one year  under Madam Berkowitz but I've been.
00:17:26,Ed Senn '79,And I studied Italian. Now‚ you know‚ I played sports when I was at Grinnell‚ now I played  pickleball. I‚ they tried to instill right for me. They instilled a love of learning‚ which I tried to  continue today.
00:17:50,Bowen Wei '25,Gotcha.
00:17:59,Bowen Wei '25,So‚ since you mentioned that Grinnell provided a lot of opportunities for the students‚ how would  you describe the general atmosphere or student culture in a broader way during your time at  Grinnell?
00:18:28,Ed Senn '79,The general atmosphere or the student culture?  Bowen: Yeah‚ the culture on campus.
00:18:41,Ed Senn '79,In the 70s‚ we did not have a central dining hall‚ like you do today. We had two dining halls‚ one  in Quad and one in Coles. So generally you‚ we were much more divided into north campus and  south campus than you are today‚
00:19:04,Ed Senn '79,personally dining in Quad was‚ you know‚ wonderful. I watched dishes there for several years.
00:19:23,Ed Senn '79,So the physicality of the campus led to sort of the north campus‚ south campus split‚  distinctions‚ you know.
00:19:40,Ed Senn '79,If you wanted to be closer to the library or you were in the south campus. If you wanted to be  closer‚ you know‚ to the athletic fields‚ you were in north campus. Maybe some of that still exists  today. A seoond thing is that.
00:19:57,Ed Senn '79,When we were there‚ the drinking age was 18. So‚ that meant that we had a pub on campus.
00:20:13,Ed Senn '79,Which was‚ I don't know‚ you know‚ below main‚ below the Quad. And so you really didn't‚ if   you wanted a beer‚ you didn't go downtown‚ you just went to the pub. So it was much more self  contained‚ maybe it's the right word.
00:20:29,Ed Senn '79,And third would be under the culture and which sort of leads into the work that Georgia Dentel  did for the college and for the students when she was an administrator there is that our weekends  were full.
00:20:49,Ed Senn '79,Our weeks were full of events. And so there was never the idea that you would leave campus to  go anywhere on the weekends. I mean that would be sort of like why?
00:21:13,Ed Senn '79,So it was sort of like a nice little bubble‚ if you will‚ that's not the right term. But it was sort of‚  you didn't need to go to Des Moines or Iowa City or Chicago for the weekends. We had stuff  going on that you could just walk to.
00:21:33,Bowen Wei '25,Yeah. So for the sort of north and south divide‚ we still kind of have that divide right now‚ South  is kind of like party scene and north is more athletics.
00:21:51,Bowen Wei '25,And the east east campus is more like people who want to study and wanna be quiet. So that is  very relatable for us now. Since last time during our pre-interview‚ you mentioned that there  were weekly event calendars distributed to every student's mailbox on campus.
00:22:11,Bowen Wei '25,So how does that sort of create a sense that every weekend you have a lotta stuff going on? How  does that influence your life?
00:22:34,Ed Senn '79,You talk to your classmates and your friends and sort of said‚ well‚ are you gonna go to the  movie tonight or are you going to the lecture? What are you gonna wear to the all campus dance   on Saturday night? You know‚ because‚ you know‚ were you gonna go to the theater‚ the music‚  the film? What were your friends going to do you know? Or who you're gonna hang out with?
00:23:13,Bowen Wei '25,Gotcha. So since there is a sort of a general student culture on events‚ how would you describe  the political culture on campus during your time?
00:23:40,Ed Senn '79,The political culture. I was there from 75 to 79.
00:23:54,Ed Senn '79,So‚ you know‚ Jimmy Carter was elected president in 1976. So‚ we‚ the Iowa caucuses‚ were big  in‚ you know‚ 76.
00:24:11,Ed Senn '79,And to‚ I guess a lesser extent than you know‚ when Carter was the incumbent. So‚ for the 76  election‚
00:24:28,Ed Senn '79,We had‚ we had Jimmy Carter‚ we had Fred Harris from Oklahoma‚ we had Moyudal‚ we‚ I  mean we had a variety of candidates that would come and speak on campus.
00:24:48,Ed Senn '79,Primarily maybe in South Lounge‚ which was like a campus living room‚ where you would have  meetings and things like that‚ a very intimate setting‚ sometimes in Herrick Chapel.
00:25:05,Ed Senn '79,So‚ politically‚ involvement was part of the culture‚ I would say. I mean Iowa being the first  cacus was very helpful in helping with our political education.
00:25:24,Ed Senn '79,We had Republicans that would come and speak on campus. I think John Anderson may have   been there.
00:25:39,Ed Senn '79,He was a Republican Congressman from Illinois who actually ran for president‚ as a Republican  in the 1980. But besides having sort of the focus on the caucuses‚ you would also have‚ you  know‚ regular lectures‚ guest lectures that came to campus.
00:25:59,Ed Senn '79,I mean‚ but the history of Grinnell's quote political involvement or political was very well  known. I think you know Truman came to campus in the probably in the sixties after his  presidency‚ I think Eisenhower may have been there too.
00:26:31,Ed Senn '79,I’m not sure about Herbert Hoover. But‚ you know‚ the state of Iowa has always been active  politically. In those days you would probably say it was more bipartisan because of just the  nature of the state was one that the governor‚ in the sixties‚ was a Democrat in the 70s. I think  that was when‚ you know‚ Bobrey as a Republican came in. So I mean it's I'm not certain of the  question of political involvement.
00:27:06,Ed Senn '79,Is that‚ you know‚ besides having that‚ you've had alumni‚ who have been‚ you know‚ politically  involved‚ currently congressman‚ Tom Cole from Oklahoma. A Republican Chair of the House  rules committee. But you know‚ Alan‚ former Congressman Alan Weed‚ a Democrat from  Kansas City was a member of Congress in the 80s.
00:27:45,Ed Senn '79,Former Congressman Tom Rails back‚ Republican from Illinois‚ was in Congress‚ I think in the  70s and the early 80s. So‚ you know‚ and then of course I mean historically‚ you know‚ Harry  Hopkins was an alumnus of the college who was very involved in the Truman administration.
00:28:05,Ed Senn '79,Hallie Flanagan ran the Federal theater program during the depression. And obviously‚ you  know‚ JB Grinnell was an abolitionist Republican member of Congress‚ you know‚ during the  civil war.
00:28:31,Ed Senn '79,So‚ historically I would sort of say‚ we have a‚ we have a pretty strong historical political  background with the college. The history of the college is fascinating.
00:28:39,Bowen Wei '25,Yes‚ definitely. How would you say about the sort of the grassroots‚ the student involvement‚  and politics during your time? Kind of like student protests and student initiatives?
00:29:01,Ed Senn '79,Oh‚ well‚ I think‚ we protested‚ I guess I would say the first‚ student protest that.
00:29:16,Ed Senn '79,I remember or was involved with was when Georgia Dentel‚ the administrator in charge of our  student life extracurricular films concerts‚ when the president‚ the Dick Turner tried to fire her.
00:29:35,Ed Senn '79,In the‚ I think in 76 maybe‚ in a cost reduction move because the finances of the college were in  question that the student protested and.
00:29:52,Ed Senn '79,The faculty protested. They said if these students don't have stuff to go to‚ they're not gonna‚ you  know‚ that will be felt and then the alumni protested‚ and Turner reversed his decision and  rehired her. I think maybe half time‚ but he rehired her.
00:30:10,Ed Senn '79,So‚ you know‚ I think political and the farm worker movement in California was involved in.
00:30:26,Ed Senn '79,My students‚ and during our era. That was more Caesar Shavez in the California workers issue.  You know‚ South Africa divestment was more of an issue in the 80s.
00:30:44,Ed Senn '79,You know‚ there was a movement‚ you know‚ in the most recent past regarding the divestment  of fossil fuels issues. So you know‚ students‚ the political interests‚ activities‚ involvement I think  is very reflective of the times that the general mood of the country if you will.
00:31:11,Bowen Wei '25,Gotcha. So‚ you talked about how students and faculty protested against Turner's decision to fire  Georgia. It ties very well to the question about your first impression of Georgia. So‚ what was  your first impression of her?
00:31:38,Ed Senn '79,Well‚ I never met Georgia Dentel. Very few people did. You knew who she was. Her profile  increased when the president tried to fire her‚ and we learned exactly what she did. And then  during my tenure there‚ you would see her‚ you know‚ walking across campus‚ generally with  gloves on.
00:32:13,Ed Senn '79,And I was a Forum desk attendant in my senior year‚ which is the head of the student union‚  activities dealing with concerts or anything that was in south lounge speakers eh‚ you know‚ and.
00:32:32,Ed Senn '79,So she had an office there‚ but when you ask about first impressions‚ it would be sort of like‚  well‚ never met her. But‚ I was very aware of what she did to make our extracurricular time at  Grinnell very meaningful.
00:32:51,Bowen Wei '25,So‚ would you say that she was a very sort of influential figure on student activities but  remained kind of enigmatic?
00:33:08,Ed Senn '79,Well‚ that might be one way you could describe her. I think that those people that work directly  with Georgia and there are several articles that talk about those students that work directly with  her to let them to describe her. I would have said that she was somewhat reclusive.
00:33:34,Bowen Wei '25,Gotcha. So how do students in general and faculty perceive Georgia and her contributions to the  student life?
00:33:53,Ed Senn '79,Yeah‚ I would say that both students and faculty recognize the important component of what  extracurricular activities that Georgia. The importance of those in extracurricular activities that  Georgia brought to the college. The involvement from concerts‚ and entertainment. And the  importance of having fun or finding joy or‚ outside of studying was well recognized by the  students and by the faculty.
00:34:41,Ed Senn '79,I mean you take a look at the list of artists that she brought in. You‚ you look‚ at her involvement  in educating students on what you might want to call arts management. Issues that we have  alumni who are involved in the arts because of her impact on them and on the college.
00:35:23,Bowen Wei '25,Yes‚ so I'm currently trying to schedule an interview with Hudson Miller. Do you have any sorts  of insights on him?
00:35:36,Ed Senn '79,No‚ he's younger than I am. I know who I know who he is‚ but‚ I have no. I really don't know  him.
00:35:51,Bowen Wei '25,Gotcha. So‚ how do students and faculty react to Richard Turner's decision to fire Georgia  besides protest?
00:36:12,Ed Senn '79,Oh‚ well looking back‚ I would sort of say that it was a lobbying campaign to keep her position.
00:36:32,Ed Senn '79,In lining up support with the faculty. And‚ you could talk to Professor Don Smith or Professor  Gerald Lalonde. And the articles written‚ you know‚ mentioned the late Joe Wall.
00:36:50,Ed Senn '79,You had that side of the equation weighing in with the president and the administration on the  value that Georgia brought to the college. Secondly‚ you had students that were‚ you know‚  protesting‚ meeting‚ you know.
00:37:10,Ed Senn '79,And then third‚ you know‚ you had the alumni‚ outreach to the alumni or the trustee community‚  which I think is mentioned in one of the articles as far as‚ lending their support for maintaining  Georgia's position and the value that it added to the college to its reputation‚ to the recruitment of  students. I mean‚ she was a tremendous asset for the college.
00:37:39,Bowen Wei '25,Gotcha. So‚ did Georgia sort of motivate and did her events motivate a lot of students to apply to  Grinnell? Is that correct?
00:38:02,Ed Senn '79,I don't know how to answer that question. You would have to do‚ you know‚ research‚ but‚ as far  as the.
00:38:16,Ed Senn '79,You know‚ and I can't remember the names of the guides to the colleges during the 70s. There  might have been something called the “Underground Guide to Colleges.” That would be an  interesting thing‚ but so I specifically cannot point to any source that would say that because of  Grinnell's extracurricular activities that was influential in our admissions process. Worthy of  further research.
00:38:45,Bowen Wei '25,Gotcha. So during our pre-interview last time‚ you mentioned that you worked as a student guide  during your time at Grinnell. Did you talk about the amount of events that Georgia brought to the  college‚ to the prospective students?
00:39:11,Ed Senn '79,Well yes‚ when you were giving a tour of campus to a group‚ generally one of their questions or  areas of interest was‚ well‚ what do you all do besides studying? And to be able to articulate the  various concerts or artists that came onto campus was very helpful. It was a‚ you know‚ it was a  topic of interest of prospective students and we had a very good story to tell and‚ you know‚  having been there for Bruce Springstein concert‚ it was in Darby Gym.
00:39:57,Ed Senn '79,You know‚ that was probably a highlight‚ but we had other‚ non rock and roll artists that would  come in. Whether it was‚ you know‚ blues or jazz Cocoa Taylor from Chicago‚ or Gil Scott  Heron or‚ you know‚ folk singers or Julie Harris who did the one woman show the Bell of  Amerst or moment shots a‚ I think there were a Swiss group that was‚ you know‚ touring the  country. Yes‚ highlighting the non academic strengths of the college would be an important  component of being a tour guide on campus.
00:40:51,Bowen Wei '25,Yeah. Gotcha. So since there were a lot of events during that time‚ how do students feel about  all of the social programs provided by Georgia?
00:41:17,Ed Senn '79,How did students feel about the programs provided by Georgia? Strongly supportive‚ incredibly  impressed and thankful for guidance and leadership.
00:41:32,Bowen Wei '25,Sure. Gotcha. If I may ask‚ how did the LGBT community during that time feel about the  events. Were they included‚ were they having fun?
00:41:50,Ed Senn '79,Well‚ you know‚ you'd have to go back to the time in the 70s‚ I can say on one hand‚ when I  came to visit‚ it was quote alternative Lifestyles weekend. And when they were showing the  movie Boys in the Band.
00:42:18,Ed Senn '79,And I'm sure that we had every year some sort of‚ what you would think of now as an LGBT‚  you know‚ activities.
00:42:37,Ed Senn '79,But it was a different‚ it was a different era. It's tough to‚ I mean it's tough to‚ I mean‚ there were  some people that were out‚ and it was‚ you know.
00:42:53,Ed Senn '79,Yeah‚ I think most‚ I mean most people just didn't care about that‚ which goes back to them  being insular‚ you know‚ where you can‚ you can be on campus and if you're at a campus event  and two people with the same sex are‚ are dancing together‚ it's sort of like‚ eh?
00:43:10,Ed Senn '79,But you’d have to go back and read some‚ you know‚ history of‚ I mean‚ of the time to put it in  perspective. I mean‚ we didn't have drag show.
00:43:26,Ed Senn '79,But I can't even‚ I mean‚ I can't even remember if the I mean‚ I don't even think there was a‚ I  mean if there was a gay bar Des Moines‚ I didn't know about it. I mean.
00:43:43,Ed Senn '79,It's tough to look back or to ask that question where it's sort of like‚ well‚ during the 70s‚ it was a  little‚ it was different‚ you know. Coming out really wasn't a thing until the 80s. I mean‚ this was  in the pre-Aids time you know‚ so I don't know how to answer that question.
00:44:14,Bowen Wei '25,Gotcha. So‚ is there a concert or event that you remember particularly well during your time?
00:44:30,Ed Senn '79,Can we pause this interview so I can. Take another quick call on the phone. Is that ok?  Bowen:Oh‚ yeah‚ definitely. Yes.   All right‚ then I'm gonna go on mute and stop. I'll be right back.  Bowen: Okay‚ thank you.
00:45:01,Ed Senn '79,Okay‚ uh.
00:45:21,Ed Senn '79,Okay‚ uh.
00:45:41,Ed Senn '79,Okay‚ uh.
00:46:01,Ed Senn '79,Okay‚ uh.
00:46:21,Ed Senn '79,Okay‚ uh.
00:46:41,Ed Senn '79,Okay‚ uh.
00:47:01,Ed Senn '79,Okay‚ uh.
00:47:21,Ed Senn '79,Okay‚ uh.
00:47:41,Ed Senn '79,Okay‚ uh.
00:48:01,Ed Senn '79,Okay‚ I'm back.
00:48:21,Ed Senn '79,At a car dealership having some work done that I needed to respond to. Sorry about that.  Bowen WeiYeah‚ no worries.  Ed Senn:You asked about favorite concert?
00:48:32,Bowen Wei '25,Yeah favorite concert or your favorite event.
00:48:39,Ed Senn '79,Favorite event.
00:48:46,Ed Senn '79,But everyone's gonna say‚ you know‚ Bruce Springsteen or many people will say Bruce  Springstein. I guess I might offer a different perspective in that. That was in the old darby gym.  The events that‚ I might‚ have you focus on or have you look at are the ones that are in‚ were in  south lounge‚ that might have provided a more‚ you know‚ intimate club life‚ club is the wrong  term.
00:49:38,Ed Senn '79,Space‚ Cocoa Taylor‚ from Chicago. I'd looked her up‚ she came several times when we were  there and‚ if you go into South Lounge and imagine all of the cubicles gone.
00:49:58,Ed Senn '79,That gives you an idea of‚ much more of a living room space that she performed in. Or‚ you  know‚ Mo Udal or Jimmy Carter would‚ you know‚ speak in south lounge.
00:50:20,Ed Senn '79,And then‚ Robert's Theater‚ where Gils Scott Heron performed‚ you know‚ you had much more  of an intimate or Julie Harris Developma was in Robert. So the.
00:50:37,Ed Senn '79,The settings which provided a greater intimacy with the artists would be ones that I might say  would be interesting to look at. And I think that in some of the lists I've seen of the various  concerts that alumni have been providing‚ you know‚ they indicate the space‚ where they‚ where  they performed.
00:50:56,Ed Senn '79,Yeah‚ there was also an all college convocation in‚ was it 67‚ where Martin Luther King spoke  in Darby? But I would take a look at that program.
00:51:18,Ed Senn '79,Because it‚ in addition to Martin Luther King‚ you had various other speakers‚ and or artists‚ I  think the artist Rochemberg's folk‚ it was probably an opera singer.
00:51:37,Ed Senn '79,It might be interesting to see if there are any threads about Georgia Dentel's involvement in that  convocation. I mean that was huge. I mean‚ in addition to having Martin Luther King there on  campus‚ you know‚ giving the‚ the keynote at the weekend. It was a‚ it was a major event in the  history of the College.
00:52:02,Bowen Wei '25,Gotcha. So‚ how would you describe the college financial situation during that time? How did  college afford to just arrange so many events for students?
00:52:23,Ed Senn '79,Well‚ you'd need to‚ you would need to to talk with those students who were much more  involved in the planning and the preparation. Albeit‚ the college's finances during the 70s were  not as‚ what do you want to say‚ robust‚ as they are today. It was only in the 70s that the college  began the trajectory of increasing the endowment under Joe Rosenfield's leadership that put the  college on the path where they are on today. Georgia had a budget as others would have‚ but her  skill set‚ if you will‚ was finding talent before‚ before they became big.
00:53:31,Ed Senn '79,I mean‚ she had Bruce Springsteen I think two years out. There's an article‚ I think it's two years‚  but she had the skill sets to and the contacts to get artists before they were big. I mean we had the  Jackson Five‚ you know‚ before they were big. I mean‚ we had Police‚ we had Sting before he  was big. Everything was sort of like‚ she was ahead of the curve‚ so that she was. And in this  article talks about‚ she would talk to the students and sort of say‚ ok‚ you can spend your budget  a lot on this one name band‚ or you can get others that are less well known.
00:54:26,Ed Senn '79,But‚ you know‚ we'll just be as entertaining‚ as exciting‚ and convincing the students. But those  questions are much better‚ much more‚ should be much more focused on those that had actual  interaction with Georgia and developing the budget that she provided. It wasn't like Grinnell had  so much money that they were able to get Bruce Springsteen. It's sort of like‚ no‚ we didn't. Read  the articles and understand what the facts are.
00:54:56,Bowen Wei '25,Gotcha. So‚ what was the general student sort of feeling about the tight budget that Georgia had  to face.
00:55:13,Ed Senn '79,Well‚ I guess I would go back and sort of say talk to those who had to work with the budget. The  second thing is that.
00:55:26,Ed Senn '79,You really have to understand the college's finances were not what some people think that they  are today. During our era‚ the big news‚ if you will‚ and you'd have to do the research on this  cause that Joe Rosenfield‚ you know‚ brought in Warren Buffett‚ as a‚ you know‚ a trustee‚ as an  advisor to the college. Warren Buffett was at the Martin Luther King speech.
00:56:01,Ed Senn '79,But‚ yeah Joe Rosenfield‚ you know‚ wanted to‚ diversified the finances of the college. For  example‚ you'd have to do the research. But the college bought a TV station in Dayton‚ Ohio in  like 1972.
00:56:19,Ed Senn '79,And they bought it for X amount of dollars. Well‚ a college buying a TV station in the 70s was‚  let's call it‚ novel. Not what a lot of them did.
00:56:34,Ed Senn '79,I don't know if they were‚ you know. But then the college sold the TV station in the late 70s for‚  say‚ X times three.
00:56:50,Ed Senn '79,So‚ good investment‚ and Joe Rosenfield is the primary reason that the college is in the financial  position that it is today‚ in addition to various generous support from the alumni community‚  which we hope that the students will continue once they reach the alumni community.
00:57:22,Bowen Wei '25,Gotcha. So the college's financial situation didn't get better until around 79. Is that correct?
00:57:39,Ed Senn '79,I don't‚ you would have to do the research on that. I don't know when‚ I mean‚ I would say it was  after‚ I mean‚ it was pointing in the right direction‚ but I mean that's why President Turner's  argument was that there had needed to be a tightening in the administration–administrative  position's budget. And so‚ because I think in one article he mentions that he goes back and forth I  think with Professor Wall on this as far as‚ you know‚ they hadn't tightened the administration  budget for 15 years. I mean it's‚ the history is out there. My recommendation is that you‚ if you  haven't read any of the books on the history of the college.
00:58:39,Ed Senn '79,That might be helpful to give you a better feel of what the campus was like in the 70s‚ and I don't  know. I'm trying to think of the professor who wrote it. It might‚ if it's not Joe Wall‚ I'll have to  think about it‚ but it's in the bookstore. And‚ you know‚ all students should understand the history  of the college. I think it's very important from. It gives a perspective on‚ you know‚ where we  have been‚ indicates what direction the college is pointed in.
00:59:11,Bowen Wei '25,Yes‚ definitely. So to wrap up this‚ this interview‚ how's your time at Grinnell influenced your‚  your career and life after graduation?
00:59:39,Ed Senn '79,My time at Grinnell provided a very strong foundation for my future career and provided me  with the skill sets necessary to navigate a changing career. Some people‚ you know‚ come into  college and they know they want to be a dermatologist. And they go straight to be a  dermatologist. That wasn't my career path. Some people come into college and it go‚ you know‚  after college it goes one way and then another.
01:00:27,Ed Senn '79,And it comes back and goes back and forth‚ you know. Sometimes it's important to find out what  you don't like‚ in addition to finding something that you do like. Grinnell provided the necessary  skill sets‚ the ability to read and write‚ and think and analyze‚ in addition to having a strong set of  friends.
01:01:08,Ed Senn '79,And some of my best friends are my college cohorts. We just celebrated our 45th reunion with  over 70 of our classmates back. You know‚ I was best man at my‚ one of my college roommate’s  wedding.
01:01:26,Ed Senn '79,Our classmates came together to establish a student research fund in memory of Georgia Dentel‚  which over 35 of my classmates contributed‚ or pledged over a hundred and $25000 to endow  this student research fund‚ for the future.
01:02:02,Ed Senn '79,Which will be‚ led‚ if you will or administered by the history Department of Women and gender  Studies program in the librarian. So the ability to persuade or to end or lead.
